Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Total Value,Storage Condition,Production Date,Expiration Date,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel
236.86,16,Small,10-05-2020,5,Ice Cream,Mother Dairy,148.7,42.22,6278.114,Frozen,13-03-2020,08-04-2020,135,45.24,6107.4,Chandigarh,Online
386.7,44,Medium,21-04-2022,9,Paneer,Raj,384.85,93.91,36141.2635,Refrigerated,22-03-2022,02-04-2022,85,97.35,8274.75,Karnataka,Retail
660.63,53,Small,19-12-2020,1,Milk,Mother Dairy,910.81,68.3,62208.323,Polythene Packet,08-12-2020,10-12-2020,212,64.34,13640.08,Delhi,Online
43.24,94,Small,21-09-2021,1,Milk,Amul,979.68,22.42,21964.4256,Tetra Pack,15-08-2021,13-09-2021,491,21.59,10600.69,Chandigarh,Wholesale
316.59,26,Large,25-02-2022,4,Yogurt,Dodla Dairy,620.36,40.39,25056.3404,Frozen,20-02-2022,13-03-2022,417,40.86,17038.62,Chandigarh,Retail
704.5,60,Large,06-10-2021,10,Ghee,Mother Dairy,443.88,37.4,16601.112,Ambient,28-09-2021,29-12-2021,111,34.27,3803.97,Telangana,Wholesale
265.13,48,Medium,26-04-2020,3,Cheese,Amul,972.53,53.97,52487.4441,Refrigerated,20-03-2020,27-04-2020,949,50.32,47753.68,Gujarat,Wholesale
571.09,89,Medium,23-07-2020,9,Paneer,Mother Dairy,834.56,53.21,44406.9376,Refrigerated,08-07-2020,17-07-2020,343,58.02,19900.86,Tamil Nadu,Wholesale
768,53,Small,05-08-2021,5,Ice Cream,Dodla Dairy,965.86,65.58,63341.0988,Frozen,03-08-2021,31-08-2021,663,65.96,43731.48,Chandigarh,Wholesale
637.88,86,Large,26-08-2022,5,Ice Cream,Palle2patnam,74.7,85.07,6354.729,Frozen,04-08-2022,27-08-2022,68,80.59,5480.12,Chandigarh,Retail
830.53,42,Large,09-12-2020,10,Ghee,Sudha,846.12,72.89,61673.6868,Ambient,27-10-2020,28-01-2021,307,68.17,20928.19,Gujarat,Online
808.4,96,Small,25-04-2019,9,Paneer,Sudha,575.93,29.7,17105.121,Refrigerated,30-03-2019,07-04-2019,24,31.11,746.64,Rajasthan,Online
756,88,Large,20-10-2021,8,Buttermilk,Raj,999.87,56.69,56682.6303,Refrigerated,13-09-2021,26-09-2021,677,57.84,39157.68,Tamil Nadu,Wholesale
726.1,66,Small,02-03-2019,1,Milk,Mother Dairy,928.82,26.25,24381.525,Tetra Pack,10-02-2019,08-03-2019,487,31.22,15204.14,Rajasthan,Retail
74.47,47,Large,10-12-2019,9,Paneer,Sudha,279.75,14.03,3924.8925,Refrigerated,27-11-2019,06-12-2019,121,14.77,1787.17,Jharkhand,Retail
910.73,33,Large,13-09-2021,9,Paneer,Sudha,112.56,94.62,10650.4272,Refrigerated,08-09-2021,22-09-2021,63,93.15,5868.45,Delhi,Online
704.76,47,Medium,07-01-2020,6,Curd,Mother Dairy,701.85,70.75,49655.8875,Refrigerated,24-11-2019,29-11-2019,503,69.65,35033.95,Tamil Nadu,Online
369.14,32,Medium,23-04-2019,4,Yogurt,Amul,666.96,51.72,34495.1712,Refrigerated,02-04-2019,01-05-2019,242,49.39,11952.38,Chandigarh,Retail
980.47,88,Small,05-12-2019,3,Cheese,Dynamix Dairies,325.67,24.77,8066.8459,Frozen,06-11-2019,22-12-2019,71,22.68,1610.28,Haryana,Retail
522.21,56,Medium,09-08-2019,10,Ghee,Mother Dairy,158.23,58.2,9208.986,Ambient,29-07-2019,13-12-2019,124,55.68,6904.32,Madhya Pradesh,Retail
977.8,84,Medium,12-01-2022,6,Curd,Raj,993.43,41.67,41396.2281,Refrigerated,22-12-2021,28-12-2021,70,40.87,2860.9,Chandigarh,Online
654.89,88,Small,12-11-2022,7,Lassi,Sudha,334.18,32.67,10917.6606,Refrigerated,04-10-2022,20-10-2022,180,31.49,5668.2,Uttar Pradesh,Online
361.5,58,Small,05-07-2020,6,Curd,Mother Dairy,556.91,33.73,18784.5743,Refrigerated,14-05-2020,21-05-2020,10,34.01,340.1,Rajasthan,Retail
341.71,21,Large,06-06-2021,6,Curd,Sudha,866.16,20.1,17409.816,Refrigerated,31-05-2021,05-06-2021,463,19.39,8977.57,Tamil Nadu,Wholesale
27.87,41,Medium,03-05-2020,3,Cheese,Dynamix Dairies,92.28,84.3,7779.204,Frozen,23-03-2020,28-04-2020,78,82.15,6407.7,Telangana,Online
41.79,61,Small,10-07-2021,5,Ice Cream,Mother Dairy,522.77,40.9,21381.293,Frozen,07-06-2021,04-07-2021,282,37.79,10656.78,Delhi,Online
142.14,46,Large,01-08-2022,5,Ice Cream,Amul,461.13,20.09,9264.1017,Frozen,28-07-2022,20-08-2022,201,23.26,4675.26,Chandigarh,Wholesale
360.64,52,Large,26-01-2019,9,Paneer,Mother Dairy,225.19,10.77,2425.2963,Refrigerated,28-11-2018,09-12-2018,8,6.95,55.6,Bihar,Online
560.01,61,Small,06-07-2020,6,Curd,Raj,336.37,15.78,5307.9186,Refrigerated,11-05-2020,18-05-2020,37,20.03,741.11,Maharashtra,Retail
654.94,77,Medium,28-11-2019,9,Paneer,Mother Dairy,911.65,13.88,12653.702,Refrigerated,09-10-2019,16-10-2019,62,15.42,956.04,Gujarat,Online
174.56,18,Small,24-10-2021,10,Ghee,Raj,26.78,70.44,1886.3832,Ambient,15-10-2021,10-02-2022,24,70.83,1699.92,Delhi,Online
221.13,58,Small,05-08-2021,10,Ghee,Raj,494.79,75.31,37262.6349,Ambient,15-06-2021,10-11-2021,319,72.18,23025.42,Madhya Pradesh,Wholesale
720.23,36,Medium,03-07-2020,1,Milk,Amul,227.16,45.53,10342.5948,Tetra Pack,09-05-2020,30-05-2020,208,44.24,9201.92,Haryana,Online
654.81,32,Small,22-06-2020,2,Butter,Warana,728.55,11.2,8159.76,Refrigerated,05-06-2020,13-07-2020,131,11.82,1548.42,Gujarat,Wholesale
302.46,77,Large,28-12-2022,10,Ghee,Amul,870.32,29.24,25448.1568,Ambient,21-12-2022,17-05-2023,448,32.49,14555.52,Jharkhand,Wholesale
550.38,50,Small,04-03-2022,9,Paneer,Sudha,317.33,51,16183.83,Refrigerated,19-02-2022,28-02-2022,143,46.19,6605.17,Telangana,Online
293.77,31,Medium,02-06-2020,3,Cheese,Amul,946.42,12.66,11981.6772,Refrigerated,13-05-2020,17-07-2020,862,15.52,13378.24,Karnataka,Wholesale
586.29,84,Large,21-10-2022,8,Buttermilk,Raj,345.37,90.63,31300.8831,Refrigerated,30-08-2022,07-09-2022,153,91.51,14001.03,Bihar,Online
618.77,26,Large,18-06-2019,8,Buttermilk,Raj,892.25,33.18,29604.855,Refrigerated,18-05-2019,26-05-2019,230,31.06,7143.8,Chandigarh,Retail
239.86,15,Small,21-01-2019,6,Curd,Raj,85.88,29.46,2530.0248,Refrigerated,24-11-2018,01-12-2018,72,27.4,1972.8,Kerala,Retail
603.3,25,Medium,11-03-2020,6,Curd,Sudha,379.96,68.14,25890.4744,Refrigerated,22-01-2020,28-01-2020,139,71.59,9951.01,Telangana,Online
41.78,90,Small,02-09-2020,5,Ice Cream,Mother Dairy,753.06,97.09,73114.5954,Frozen,06-08-2020,03-09-2020,58,96.18,5578.44,Chandigarh,Retail
538.58,76,Large,02-06-2019,2,Butter,Mother Dairy,509.7,50.87,25928.439,Refrigerated,22-05-2019,21-06-2019,74,48.99,3625.26,Jharkhand,Wholesale
337.7,47,Large,10-08-2021,9,Paneer,Amul,884.96,58.57,51832.1072,Refrigerated,22-06-2021,03-07-2021,728,59.05,42988.4,Gujarat,Retail
889.47,45,Small,26-12-2020,8,Buttermilk,Mother Dairy,271.56,89.95,24426.822,Refrigerated,18-12-2020,31-12-2020,73,94.26,6880.98,Delhi,Wholesale
738.43,69,Small,07-11-2019,2,Butter,Amul,818.21,72.36,59205.6756,Refrigerated,04-10-2019,02-11-2019,299,67.78,20266.22,Haryana,Online
613.54,47,Small,02-05-2019,9,Paneer,Amul,549.06,55.63,30544.2078,Refrigerated,05-04-2019,18-04-2019,502,52.04,26124.08,Bihar,Wholesale
553.21,68,Small,15-10-2019,2,Butter,Warana,913.81,96.21,87917.6601,Frozen,27-08-2019,29-09-2019,244,98.05,23924.2,Bihar,Wholesale
835.48,29,Medium,10-06-2019,6,Curd,Mother Dairy,836.96,14.98,12537.6608,Refrigerated,18-04-2019,23-04-2019,80,17.36,1388.8,Maharashtra,Wholesale
246.06,54,Medium,18-12-2020,3,Cheese,Dynamix Dairies,811.97,12.22,9922.2734,Refrigerated,09-11-2020,25-12-2020,388,12.22,4741.36,Chandigarh,Retail
393.92,38,Medium,26-11-2021,1,Milk,Sudha,502.46,62.03,31167.5938,Polythene Packet,15-11-2021,17-11-2021,251,64.34,16149.34,Jharkhand,Wholesale
952.67,63,Large,16-04-2020,1,Milk,Mother Dairy,908.35,11.04,10028.184,Tetra Pack,22-02-2020,22-03-2020,199,14.65,2915.35,Delhi,Wholesale
681.32,15,Small,06-02-2022,7,Lassi,Raj,628.72,74.3,46713.896,Refrigerated,26-01-2022,08-02-2022,302,74.6,22529.2,Uttar Pradesh,Online
947.33,82,Large,07-02-2020,5,Ice Cream,Amul,673.22,21.87,14723.3214,Frozen,22-01-2020,21-02-2020,325,23.67,7692.75,Delhi,Online
403.47,86,Medium,20-05-2022,1,Milk,Sudha,96.73,93.41,9035.5493,Polythene Packet,17-05-2022,18-05-2022,41,97.36,3991.76,Rajasthan,Retail
911.08,14,Medium,10-12-2022,4,Yogurt,Mother Dairy,312.43,46.94,14665.4642,Refrigerated,03-12-2022,27-12-2022,5,45.87,229.35,Uttar Pradesh,Online
345.39,61,Large,20-03-2019,3,Cheese,Dynamix Dairies,395.11,14.21,5614.5131,Frozen,15-02-2019,15-05-2019,322,10.72,3451.84,Uttar Pradesh,Wholesale
620.6,62,Large,03-09-2021,10,Ghee,Sudha,109.52,13.6,1489.472,Ambient,16-08-2021,10-12-2021,42,8.84,371.28,Madhya Pradesh,Online
882.8,52,Medium,11-03-2021,10,Ghee,Amul,706.76,28.84,20382.9584,Ambient,21-02-2021,19-06-2021,310,28.51,8838.1,Chandigarh,Retail
285.44,18,Medium,25-10-2020,5,Ice Cream,Mother Dairy,907.45,46.82,42486.809,Frozen,27-08-2020,21-09-2020,552,51.13,28223.76,Telangana,Retail
454.56,74,Small,08-04-2022,2,Butter,Warana,476.45,53.37,25428.1365,Refrigerated,21-02-2022,21-03-2022,302,54.16,16356.32,Kerala,Online
786.45,18,Small,21-04-2021,7,Lassi,Mother Dairy,921.67,91.29,84139.2543,Refrigerated,24-03-2021,07-04-2021,274,91.69,25123.06,Chandigarh,Retail
529.98,62,Large,17-08-2020,5,Ice Cream,Palle2patnam,250.94,44.67,11209.4898,Frozen,22-07-2020,13-08-2020,144,43.76,6301.44,Chandigarh,Wholesale
284.91,13,Large,17-06-2020,8,Buttermilk,Amul,181.24,92.26,16721.2024,Refrigerated,10-05-2020,21-05-2020,90,95.74,8616.6,Delhi,Retail
939.4,26,Large,05-10-2022,9,Paneer,Raj,939.68,42.34,39786.0512,Refrigerated,02-10-2022,13-10-2022,777,44.26,34390.02,Karnataka,Wholesale
240.29,28,Small,21-09-2021,7,Lassi,Sudha,162.9,31.17,5077.593,Refrigerated,31-07-2021,15-08-2021,92,28.74,2644.08,Kerala,Online
992.95,84,Small,09-12-2021,8,Buttermilk,Raj,661.21,16.94,11200.8974,Refrigerated,06-12-2021,13-12-2021,115,14.06,1616.9,Maharashtra,Wholesale
801.41,66,Large,11-10-2022,5,Ice Cream,Amul,239.74,14.71,3526.5754,Frozen,13-09-2022,08-10-2022,106,17.21,1824.26,Chandigarh,Online
953.33,33,Medium,17-01-2021,6,Curd,Amul,1.58,46.39,73.2962,Refrigerated,27-11-2020,03-12-2020,1,48.12,48.12,Karnataka,Retail
663.52,35,Large,16-12-2022,8,Buttermilk,Raj,718.71,94.86,68176.8306,Refrigerated,10-11-2022,22-11-2022,131,90.14,11808.34,West Bengal,Retail
779.67,37,Large,26-01-2019,1,Milk,Mother Dairy,864.53,55.28,47791.2184,Polythene Packet,21-01-2019,23-01-2019,611,58.33,35639.63,Maharashtra,Online
268.91,90,Medium,24-03-2020,5,Ice Cream,Palle2patnam,170.53,46.3,7895.539,Frozen,21-03-2020,19-04-2020,96,50.75,4872,Jharkhand,Retail
442.84,54,Small,18-11-2019,10,Ghee,Sudha,437.14,44.8,19583.872,Ambient,10-10-2019,25-02-2020,49,46.58,2282.42,West Bengal,Retail
123.11,94,Small,25-12-2020,4,Yogurt,Mother Dairy,580.88,78.16,45401.5808,Refrigerated,23-11-2020,14-12-2020,190,76.33,14502.7,Bihar,Wholesale
219.74,25,Large,01-12-2022,8,Buttermilk,Amul,478.35,89.4,42764.49,Refrigerated,27-10-2022,06-11-2022,52,86.44,4494.88,Madhya Pradesh,Wholesale
228.08,71,Small,10-05-2019,10,Ghee,Mother Dairy,697.01,87.06,60681.6906,Ambient,08-05-2019,04-10-2019,312,87.34,27250.08,Tamil Nadu,Retail
221.51,21,Medium,05-05-2019,10,Ghee,Sudha,768.5,16.24,12480.44,Ambient,27-03-2019,05-06-2019,652,12.22,7967.44,Bihar,Wholesale
777.72,61,Medium,17-01-2022,5,Ice Cream,Dodla Dairy,609.29,55.09,33565.7861,Frozen,08-01-2022,31-01-2022,578,57.88,33454.64,Gujarat,Online
896.34,50,Medium,20-07-2019,6,Curd,Raj,82.1,78.91,6478.511,Refrigerated,07-07-2019,12-07-2019,68,74.7,5079.6,Telangana,Retail
426.68,65,Small,10-11-2020,3,Cheese,Amul,879.54,92.99,81788.4246,Frozen,06-10-2020,09-11-2020,101,88.75,8963.75,Kerala,Wholesale
286.42,56,Medium,23-01-2022,8,Buttermilk,Raj,337.03,94.48,31842.5944,Refrigerated,09-01-2022,20-01-2022,247,95.21,23516.87,Delhi,Online
414.48,69,Small,02-09-2020,3,Cheese,Dynamix Dairies,235.09,87.57,20586.8313,Frozen,13-08-2020,08-09-2020,116,87.86,10191.76,Kerala,Online
229.21,54,Small,10-11-2020,6,Curd,Mother Dairy,200.02,62.76,12553.2552,Refrigerated,19-09-2020,25-09-2020,198,61.84,12244.32,Tamil Nadu,Retail
299.75,82,Large,16-10-2020,8,Buttermilk,Amul,803.57,51.08,41046.3556,Refrigerated,03-09-2020,15-09-2020,205,51.67,10592.35,Karnataka,Wholesale
262.38,93,Small,02-07-2021,9,Paneer,Mother Dairy,377.18,17.08,6442.2344,Refrigerated,29-06-2021,12-07-2021,41,21.89,897.49,Haryana,Wholesale
134.28,43,Large,01-03-2019,9,Paneer,Raj,740.8,53.67,39758.736,Refrigerated,27-01-2019,04-02-2019,619,50.19,31067.61,Maharashtra,Retail
821.24,23,Large,27-09-2019,6,Curd,Mother Dairy,678.68,58.51,39709.5668,Refrigerated,02-09-2019,07-09-2019,139,60.62,8426.18,Chandigarh,Wholesale
589.9,18,Medium,16-04-2019,10,Ghee,Mother Dairy,959.51,24.14,23162.5714,Ambient,27-03-2019,13-08-2019,176,27.26,4797.76,Bihar,Wholesale
909.94,56,Small,06-04-2022,6,Curd,Amul,999.16,69.22,69161.8552,Refrigerated,14-03-2022,19-03-2022,756,64.33,48633.48,Tamil Nadu,Retail
186.24,46,Small,06-10-2019,8,Buttermilk,Sudha,941.86,36.5,34377.89,Refrigerated,01-09-2019,08-09-2019,146,41.46,6053.16,Telangana,Wholesale
970.72,25,Medium,01-01-2021,7,Lassi,Amul,30.51,21.86,666.9486,Refrigerated,15-12-2020,01-01-2021,15,17.19,257.85,Haryana,Retail
864.93,40,Medium,26-07-2019,4,Yogurt,Amul,301.07,16.11,4850.2377,Frozen,08-06-2019,04-07-2019,226,18.92,4275.92,Chandigarh,Wholesale
238.36,93,Medium,06-06-2020,8,Buttermilk,Raj,791.47,59.12,46791.7064,Refrigerated,09-04-2020,23-04-2020,111,63.44,7041.84,Chandigarh,Wholesale
109.94,26,Small,13-02-2021,3,Cheese,Amul,3.23,29,93.67,Refrigerated,05-02-2021,30-04-2021,1,27.58,27.58,Delhi,Wholesale
623.93,74,Large,27-02-2019,7,Lassi,Raj,885.52,57.83,51209.6216,Refrigerated,30-01-2019,13-02-2019,766,54.52,41762.32,Telangana,Retail
809.45,34,Large,23-01-2021,6,Curd,Sudha,330.91,78.3,25910.253,Refrigerated,03-01-2021,08-01-2021,160,77.07,12331.2,Uttar Pradesh,Retail
161.43,82,Large,26-10-2021,4,Yogurt,Mother Dairy,394.31,64.5,25432.995,Refrigerated,05-09-2021,27-09-2021,159,62.58,9950.22,Bihar,Wholesale
827.61,94,Small,09-05-2022,3,Cheese,Britannia Industries,608.88,54.68,33293.5584,Refrigerated,18-03-2022,29-05-2022,531,52.27,27755.37,Delhi,Wholesale
234.73,98,Large,26-09-2020,4,Yogurt,Dodla Dairy,443.55,97.56,43272.738,Refrigerated,02-08-2020,24-08-2020,223,99.25,22132.75,Kerala,Wholesale
765.34,94,Large,18-09-2022,7,Lassi,Amul,198.63,12.12,2407.3956,Refrigerated,06-08-2022,23-08-2022,55,8.79,483.45,Delhi,Wholesale
835.74,97,Large,22-04-2019,2,Butter,Warana,952.72,81.84,77970.6048,Frozen,21-04-2019,30-05-2019,786,84.13,66126.18,Jharkhand,Wholesale
144.64,67,Medium,22-09-2022,6,Curd,Sudha,434.19,73.96,32112.6924,Refrigerated,04-08-2022,11-08-2022,163,78.69,12826.47,Gujarat,Retail
874.36,44,Large,28-08-2019,3,Cheese,Amul,275.61,63.99,17636.2839,Refrigerated,16-07-2019,20-09-2019,210,63.07,13244.7,Gujarat,Wholesale
890.62,95,Medium,22-02-2022,2,Butter,Parag Milk Foods,12.5,92.08,1151,Refrigerated,13-01-2022,09-02-2022,10,92.69,926.9,Chandigarh,Online
396.02,90,Small,27-02-2020,7,Lassi,Sudha,979.36,63.55,62238.328,Refrigerated,14-02-2020,01-03-2020,282,59.29,16719.78,Telangana,Retail
957.18,36,Small,01-07-2020,5,Ice Cream,Dodla Dairy,322.41,64.62,20834.1342,Frozen,17-05-2020,16-06-2020,14,61.98,867.72,Rajasthan,Wholesale
865.66,100,Medium,12-05-2019,6,Curd,Amul,63.26,38.64,2444.3664,Refrigerated,07-05-2019,12-05-2019,3,43.26,129.78,Telangana,Retail
711.08,42,Large,13-10-2019,2,Butter,Mother Dairy,750.75,87.9,65990.925,Frozen,24-08-2019,03-10-2019,331,87.74,29041.94,Jharkhand,Retail
22.83,72,Small,05-12-2022,6,Curd,Amul,991.29,39.3,38957.697,Refrigerated,10-11-2022,15-11-2022,464,35.48,16462.72,Gujarat,Wholesale
19.53,94,Small,04-08-2021,8,Buttermilk,Mother Dairy,920.46,60.35,55549.761,Refrigerated,01-08-2021,11-08-2021,572,55.76,31894.72,Delhi,Online
587.38,98,Medium,17-01-2020,4,Yogurt,Dodla Dairy,232.85,82.4,19186.84,Refrigerated,26-11-2019,20-12-2019,123,81,9963,West Bengal,Online
152,79,Medium,10-08-2021,7,Lassi,Raj,520.48,40.69,21178.3312,Refrigerated,15-06-2021,29-06-2021,230,45.34,10428.2,Madhya Pradesh,Online
947.36,58,Medium,20-05-2019,6,Curd,Raj,79.36,70.96,5631.3856,Refrigerated,02-04-2019,07-04-2019,20,69.12,1382.4,Kerala,Wholesale
729.65,87,Large,19-05-2022,1,Milk,Amul,125.31,35.16,4405.8996,Tetra Pack,06-04-2022,04-05-2022,115,33.08,3804.2,Jharkhand,Wholesale
311.03,68,Small,21-03-2021,7,Lassi,Raj,386.63,70.41,27222.6183,Refrigerated,26-02-2021,12-03-2021,217,75.2,16318.4,Rajasthan,Wholesale
557.52,49,Small,28-01-2021,6,Curd,Amul,85.73,15.04,1289.3792,Refrigerated,27-12-2020,03-01-2021,74,19.8,1465.2,Uttar Pradesh,Retail
477.31,61,Small,21-12-2022,5,Ice Cream,Dodla Dairy,485.54,40.47,19649.8038,Frozen,14-12-2022,07-01-2023,297,35.64,10585.08,Telangana,Wholesale
919.63,13,Medium,23-04-2019,2,Butter,Parag Milk Foods,497.43,81.02,40301.7786,Refrigerated,01-03-2019,10-04-2019,175,76.45,13378.75,Uttar Pradesh,Retail
43.65,21,Large,07-12-2019,6,Curd,Sudha,735.54,93.12,68493.4848,Refrigerated,17-10-2019,22-10-2019,388,90.83,35242.04,Rajasthan,Retail
245.89,94,Large,16-05-2020,3,Cheese,Amul,611.18,81.77,49976.1886,Frozen,05-05-2020,29-06-2020,86,86.06,7401.16,Rajasthan,Wholesale
482.75,74,Large,23-06-2020,9,Paneer,Mother Dairy,677.95,16.13,10935.3335,Refrigerated,21-05-2020,02-06-2020,473,14.21,6721.33,Haryana,Online
802.68,48,Small,18-01-2021,6,Curd,Raj,936.12,61.5,57571.38,Refrigerated,27-11-2020,03-12-2020,157,59.44,9332.08,Gujarat,Retail
474.83,68,Medium,19-11-2022,5,Ice Cream,Dodla Dairy,552.22,72.17,39853.7174,Frozen,10-11-2022,05-12-2022,546,67.39,36794.94,Delhi,Online
519.91,26,Medium,28-06-2022,7,Lassi,Raj,828.56,60.13,49821.3128,Refrigerated,16-06-2022,03-07-2022,477,63.42,30251.34,Tamil Nadu,Wholesale
227.03,58,Medium,17-10-2020,1,Milk,Mother Dairy,474.75,17.25,8189.4375,Tetra Pack,13-09-2020,08-10-2020,227,17.22,3908.94,Delhi,Online
940.06,37,Medium,19-10-2020,10,Ghee,Mother Dairy,393.46,65.37,25720.4802,Ambient,23-09-2020,16-01-2021,4,69.37,277.48,Delhi,Wholesale
960.88,90,Large,27-04-2021,7,Lassi,Mother Dairy,508.65,92.9,47253.585,Refrigerated,23-03-2021,05-04-2021,456,89.34,40739.04,West Bengal,Wholesale
887.07,78,Large,19-08-2021,7,Lassi,Raj,685.96,65.22,44738.3112,Refrigerated,25-06-2021,08-07-2021,639,65.68,41969.52,Telangana,Online
829.54,46,Medium,06-05-2020,6,Curd,Amul,791.43,83.3,65926.119,Refrigerated,21-03-2020,28-03-2020,538,80.55,43335.9,Bihar,Wholesale
56.34,52,Medium,26-05-2022,10,Ghee,Amul,895.66,94.77,84881.6982,Ambient,05-05-2022,13-08-2022,408,97.51,39784.08,Kerala,Wholesale
627.25,28,Small,11-12-2022,6,Curd,Raj,759.06,48.25,36624.645,Refrigerated,27-10-2022,03-11-2022,125,49.08,6135,Delhi,Retail
598.18,47,Large,05-01-2020,6,Curd,Sudha,372.64,57.47,21415.6208,Refrigerated,07-12-2019,13-12-2019,46,53.01,2438.46,Maharashtra,Wholesale
463.98,63,Small,25-03-2019,8,Buttermilk,Mother Dairy,950.47,84.15,79982.0505,Refrigerated,30-01-2019,06-02-2019,945,88.82,83934.9,Tamil Nadu,Retail
27.86,78,Large,07-01-2019,7,Lassi,Amul,844.86,72.85,61548.051,Refrigerated,04-01-2019,16-01-2019,501,68.68,34408.68,Madhya Pradesh,Retail
967.56,64,Small,09-02-2019,7,Lassi,Amul,386.56,44.37,17151.6672,Refrigerated,20-12-2018,03-01-2019,137,45.36,6214.32,Rajasthan,Wholesale
722.43,12,Small,01-01-2022,8,Buttermilk,Amul,152.66,37.89,5784.2874,Refrigerated,02-11-2021,13-11-2021,6,34.52,207.12,Delhi,Wholesale
67.95,73,Large,14-06-2019,7,Lassi,Raj,344.29,62.25,21432.0525,Refrigerated,22-04-2019,10-05-2019,3,66.53,199.59,Maharashtra,Online
786.39,69,Medium,17-08-2021,4,Yogurt,Mother Dairy,664.07,80.49,53450.9943,Refrigerated,09-08-2021,30-08-2021,224,79.08,17713.92,Haryana,Online
380.68,93,Medium,02-09-2020,8,Buttermilk,Raj,656.71,30.12,19780.1052,Refrigerated,05-07-2020,12-07-2020,480,30.26,14524.8,Chandigarh,Wholesale
41.71,74,Large,10-10-2019,3,Cheese,Dynamix Dairies,859.17,33.12,28455.7104,Refrigerated,29-08-2019,26-09-2019,487,37.62,18320.94,Bihar,Online
782.82,39,Small,16-02-2020,4,Yogurt,Amul,145.07,77.18,11196.5026,Frozen,22-01-2020,20-02-2020,84,80.76,6783.84,Kerala,Wholesale
880.65,13,Small,01-04-2020,3,Cheese,Dynamix Dairies,339.9,30.57,10390.743,Refrigerated,05-02-2020,19-04-2020,224,33.09,7412.16,Jharkhand,Wholesale
631.78,36,Medium,28-06-2022,2,Butter,Mother Dairy,495.39,23.29,11537.6331,Frozen,10-06-2022,07-07-2022,65,23.62,1535.3,Rajasthan,Online
724.85,61,Small,15-07-2020,6,Curd,Mother Dairy,186.26,18.01,3354.5426,Refrigerated,10-06-2020,17-06-2020,52,14.94,776.88,Telangana,Retail
845.35,52,Small,24-01-2020,6,Curd,Amul,643.43,86.32,55540.8776,Refrigerated,31-12-2019,05-01-2020,437,87.95,38434.15,Chandigarh,Online
350.87,11,Medium,06-06-2022,3,Cheese,Britannia Industries,432.39,29.68,12833.3352,Refrigerated,03-05-2022,15-07-2022,157,29.95,4702.15,Telangana,Wholesale
956.62,100,Medium,16-11-2019,1,Milk,Raj,760.19,82.01,62343.1819,Tetra Pack,20-10-2019,11-11-2019,710,80.72,57311.2,Chandigarh,Wholesale
439.03,44,Small,17-10-2019,6,Curd,Amul,432.3,17.02,7357.746,Refrigerated,13-09-2019,20-09-2019,403,16.33,6580.99,Haryana,Wholesale
635.72,85,Large,06-05-2019,3,Cheese,Britannia Industries,89.44,25.37,2269.0928,Frozen,27-04-2019,26-05-2019,79,24.31,1920.49,Bihar,Wholesale
451.45,73,Medium,21-05-2020,5,Ice Cream,Dodla Dairy,442.01,50.38,22268.4638,Frozen,26-03-2020,16-04-2020,435,54.26,23603.1,Uttar Pradesh,Retail
791.04,15,Medium,16-07-2020,4,Yogurt,Dodla Dairy,668.32,88.11,58885.6752,Refrigerated,20-06-2020,11-07-2020,105,89.29,9375.45,Madhya Pradesh,Online
419.37,38,Medium,25-02-2020,3,Cheese,Dynamix Dairies,166.24,22.53,3745.3872,Frozen,24-01-2020,01-03-2020,62,20.59,1276.58,Delhi,Retail
790.82,73,Small,02-01-2019,6,Curd,Raj,884.74,89.7,79361.178,Refrigerated,09-11-2018,14-11-2018,107,86.63,9269.41,Madhya Pradesh,Retail
907.86,23,Large,27-09-2022,7,Lassi,Amul,219.7,27.55,6052.735,Refrigerated,06-09-2022,19-09-2022,67,29.34,1965.78,Karnataka,Online
386.51,82,Medium,05-11-2020,6,Curd,Mother Dairy,544.97,15.37,8376.1889,Refrigerated,16-09-2020,22-09-2020,509,11.51,5858.59,Gujarat,Retail
597.71,36,Large,27-12-2021,3,Cheese,Britannia Industries,493.42,84.83,41856.8186,Refrigerated,30-10-2021,14-12-2021,330,82.77,27314.1,Haryana,Online
402.15,86,Large,09-03-2021,4,Yogurt,Dodla Dairy,433.13,61.44,26611.5072,Frozen,16-01-2021,15-02-2021,413,59.56,24598.28,Delhi,Wholesale
683.51,39,Medium,21-09-2021,10,Ghee,Amul,792.04,53.22,42152.3688,Ambient,14-08-2021,16-10-2021,423,54.15,22905.45,Jharkhand,Retail
831.6,54,Medium,05-12-2021,6,Curd,Amul,228.65,58.93,13474.3445,Refrigerated,08-11-2021,14-11-2021,224,54.54,12216.96,Jharkhand,Retail
713.4,33,Medium,06-09-2020,7,Lassi,Amul,448.15,27.75,12436.1625,Refrigerated,17-07-2020,31-07-2020,348,27.34,9514.32,Tamil Nadu,Retail
833.13,29,Large,21-04-2019,7,Lassi,Raj,741.27,87.54,64890.7758,Refrigerated,01-04-2019,13-04-2019,49,85.17,4173.33,Delhi,Wholesale
877.8,30,Medium,02-08-2019,5,Ice Cream,Dodla Dairy,758.84,81.07,61519.1588,Frozen,17-07-2019,15-08-2019,654,79.92,52267.68,Bihar,Retail
